metric,value
RMSE_传统OLS,0.01041715483660749
RMSE_空间融合模型,0.00930180978424904
估计精度提升(%),10.706810735297461
运行时间_传统OLS(秒),0.01879929999995511
运行时间_空间融合模型(秒),0.146834699989995
分析效率提升(倍),1.2803036340344656
