年份,省份,区域,低空经济指数,绿色交通指数,双系统综合发展指数,全国排名
2022,云南,西部,0.15587665100628012,0.3163051014634806,0.23609087623488037,15.0
2022,内蒙古,西部,0.16062151580579823,0.31567846734071514,0.23814999157325667,13.0
2022,北京,东部,0.2367416701003415,0.5160256946763018,0.37638368238832165,3.0
2022,吉林,东北,0.07152995839489998,0.3396846075697744,0.20560728298233721,27.0
2022,四川,西部,0.24800164959054405,0.2997248037456798,0.2738632266681119,7.0
2022,天津,东部,0.07072884793920226,0.42717387488392683,0.24895136141156454,10.0
2022,宁夏,西部,0.031192336792889644,0.38717132412803795,0.2091818304604638,24.0
2022,安徽,中部,0.12539840115162584,0.36082325278450794,0.2431108269680669,12.0
2022,山东,东部,0.22649304228042552,0.3330785252914958,0.27978578378596064,6.0
2022,山西,中部,0.11554518099612336,0.3094711036087472,0.21250814230243528,23.0
2022,广东,东部,0.5359742823526416,0.4545471607295471,0.49526072154109435,1.0
2022,广西,西部,0.11484730414662654,0.3289631321328811,0.2219052181397538,22.0
2022,新疆,西部,0.18336376453369993,0.3151196977073009,0.2492417311205004,9.0
2022,江苏,东部,0.29357935437082683,0.415060724265206,0.3543200393180164,4.0
2022,江西,中部,0.10678252759303797,0.34746663569639447,0.22712458164471622,19.0
2022,河北,东部,0.12368314833919478,0.29122664011642174,0.20745489422780827,25.0
2022,河南,中部,0.1393498703968885,0.27288331889989104,0.20611659464838977,26.0
2022,浙江,东部,0.20676758136254228,0.4236619495904254,0.31521476547648386,5.0
2022,海南,东部,0.06811932390368763,0.3361496096893238,0.2021344667965057,29.0
2022,湖北,中部,0.14618043735898595,0.3295834704344293,0.23788195389670763,14.0
2022,湖南,中部,0.14419294228625343,0.3170340985678443,0.23061352042704886,17.0
2022,甘肃,西部,0.09794615409204283,0.263010642967319,0.18047839852968092,30.0
2022,福建,东部,0.12267052040119497,0.38672509775740327,0.2546978090792991,8.0
2022,贵州,西部,0.11797321243580268,0.3296685418679306,0.22382087715186663,21.0
2022,辽宁,东北,0.1355993791288182,0.3591896417010364,0.2473945104149273,11.0
2022,重庆,西部,0.10039768152952497,0.3692107299123691,0.234804205720947,16.0
2022,陕西,西部,0.10449457962826877,0.30646354684744465,0.2054790632378567,28.0
2022,青海,西部,0.06553867738209117,0.3846660280143786,0.2251023526982349,20.0
2022,黑龙江,东北,0.13150763005067231,0.32460412228085916,0.22805587616576573,18.0
2023,上海,东部,0.36221584175378196,0.6301503288458904,0.4961830852998362,2.0
2023,云南,西部,0.16464701087334857,0.3177322463662642,0.24118962861980636,21.0
2023,内蒙古,西部,0.1835931181182212,0.31347395391759925,0.24853353601791023,17.0
2023,北京,东部,0.3107485686621798,0.5478274485149678,0.4292880085885738,3.0
2023,吉林,东北,0.09560693744076748,0.3419134626135921,0.2187602000271798,25.0
2023,四川,西部,0.2854367985278453,0.3065361083236606,0.29598645342575297,6.0
2023,天津,东部,0.08812383630282963,0.42721955417961444,0.257671695241222,13.0
2023,宁夏,西部,0.03581330908149252,0.38553185814094293,0.2106725836112177,27.0
2023,安徽,中部,0.1526394826310825,0.3706927271073514,0.26166610486921693,10.0
2023,山东,东部,0.24235607506744403,0.3427319592631226,0.29254401716528333,7.0
2023,山西,中部,0.1958476365994588,0.30802050667363673,0.2519340716365478,16.0
2023,广东,东部,0.6226259236907532,0.4955217282074674,0.5590738259491104,1.0
2023,广西,西部,0.15436521010843257,0.3331152134026664,0.2437402117555495,18.0
2023,新疆,西部,0.20716769436961313,0.3122832259787151,0.2597254601741641,11.0
2023,江苏,东部,0.3362176226542867,0.43781470005533885,0.38701616135481276,4.0
2023,江西,中部,0.13587562615844756,0.349698898178107,0.24278726216827728,20.0
2023,河北,东部,0.13372376868819483,0.29639584902439187,0.21505980885629333,26.0
2023,河南,中部,0.17029951667184018,0.277123153726913,0.22371133519937658,24.0
2023,浙江,东部,0.24176527411421672,0.4489819172527404,0.3453735956834786,5.0
2023,海南,东部,0.08292986011788055,0.33772151070941286,0.2103256854136467,28.0
2023,湖北,中部,0.17684667440717167,0.34254888730091304,0.2596977808540424,12.0
2023,湖南,中部,0.18199215030152288,0.32200943865693793,0.2520007944792304,15.0
2023,甘肃,西部,0.1101018824951469,0.261852854397714,0.18597736844643045,30.0
2023,福建,东部,0.1400787985102415,0.3958738970009283,0.2679763477555849,8.0
2023,贵州,西部,0.13516115415061672,0.33129835585434314,0.23322975500247994,22.0
2023,辽宁,东北,0.16646836774349472,0.35713984500057355,0.2618041063720341,9.0
2023,重庆,西部,0.12610468947328055,0.37850204836752904,0.2523033689204048,14.0
2023,陕西,西部,0.10997347834440226,0.30916305825395335,0.2095682682991778,29.0
2023,青海,西部,0.07803496822737147,0.3822480796653198,0.23014152394634563,23.0
2023,黑龙江,东北,0.1609480593717863,0.3259811753408655,0.2434646173563259,19.0
