年份,省份,区域,低空经济指数,绿色交通指数,双系统综合发展指数,全国排名
2022,青海,西部,0.07104227641162167,0.39331495973049396,0.23217861807105783,20.0
2022,黑龙江,东北,0.1405587187824825,0.3318022767809385,0.2361804977817105,18.0
2023,上海,东部,0.35952945776275275,0.6300108201347656,0.4947701389487592,2.0
2023,云南,西部,0.1756242146348915,0.3246842302314362,0.2501542224331639,20.0
2023,内蒙古,西部,0.19630006501181851,0.3201383777175072,0.25821922136466285,15.0
2023,北京,东部,0.3092713000200125,0.5501716726249555,0.42972148632248397,3.0
2023,吉林,东北,0.09978863052393874,0.34920333619123983,0.2244959833575893,25.0
2023,四川,西部,0.29972326244034014,0.3109613893559369,0.30534232589813853,6.0
2023,天津,东部,0.08765774504880681,0.4322013733451437,0.25992955919697525,13.0
2023,宁夏,西部,0.03775000037285156,0.3929672467314195,0.21535862355213553,28.0
2023,安徽,中部,0.15792710407946708,0.37601411802137935,0.2669706110504232,11.0
2023,山东,东部,0.2523852212351398,0.34394269639248964,0.29816395881381474,7.0
2023,山西,中部,0.1996761433534143,0.3132200721562898,0.25644810775485205,17.0
2023,广东,东部,0.6237857321491977,0.49473304773660065,0.5592593899428993,1.0
2023,广西,西部,0.16185000666909977,0.3404077307933178,0.25112886873120877,19.0
2023,新疆,西部,0.22166144904496662,0.3188563258427363,0.27025888744385146,9.0
2023,江苏,东部,0.3439826701566521,0.4391435873102502,0.39156312873345117,4.0
2023,江西,中部,0.1416477870474962,0.3565333895244177,0.24909058828595695,21.0
2023,河北,东部,0.14001728877445302,0.3001591149110618,0.2200882018427574,26.0
2023,河南,中部,0.17526104214186417,0.2792839146995784,0.2272724784207213,24.0
2023,浙江,东部,0.24699629025742542,0.45149724962158333,0.3492467699395044,5.0
2023,海南,东部,0.08577485908876713,0.3460400700458097,0.21590746456728843,27.0
2023,湖北,中部,0.18406273442829935,0.3467635920008494,0.26541316321457437,12.0
2023,湖南,中部,0.19120688133194796,0.32669637471752727,0.2589516280247376,14.0
2023,甘肃,西部,0.11792461898949395,0.26834065951240904,0.1931326392509515,30.0
2023,福建,东部,0.1434141791950932,0.40257844687151045,0.27299631303330185,8.0
2023,贵州,西部,0.14488382823198115,0.3384758946690541,0.24167986145051762,22.0
2023,辽宁,东北,0.17355099890947043,0.3633673199459395,0.268459159427705,10.0
2023,重庆,西部,0.12851427702886406,0.3846110677293436,0.25656267237910385,16.0
2023,陕西,西部,0.11439212341094174,0.31401887752103375,0.21420550046598774,29.0
2023,青海,西部,0.08349416420061065,0.39065704412136454,0.2370756041609876,23.0
2023,黑龙江,东北,0.16976503280917676,0.33298375543601544,0.2513743941225961,18.0
